,PC-1,PC-2,target
37,-0.7804485513837712,0.32996276008318615,Iris-setosa
38,-0.000968293373826184,-0.061003733183533866,Iris-setosa
39,0.33611612140919733,0.6402085187270655,Iris-setosa
40,0.29046211250551296,0.5334991844744439,Iris-setosa
41,0.018545441691388026,-0.04740021057854407,Iris-setosa
42,-0.042612062596461456,-0.03433675870194936,Iris-setosa
43,0.043844361002712606,0.0033793532773677215,Iris-setosa
44,0.02940353879124739,-0.071115783421337,Iris-setosa
45,-0.3320394652581484,0.10922532026925315,Iris-setosa
46,0.036375356013692295,-0.08293342991088246,Iris-setosa
47,-0.21333104893040342,0.028044458827469025,Iris-setosa
48,0.0432517316233231,-0.06032273287359141,Iris-setosa
49,0.08934907110497797,0.22540292353531657,Iris-setosa
50,0.021065566653767437,-0.05543058264210819,Iris-versicolor
51,0.021013770052227557,-0.05510243288711006,Iris-versicolor
52,0.02445881380338661,-0.06624637511475616,Iris-versicolor
53,0.020429441965747905,-0.05356165335464871,Iris-versicolor
54,0.022333030887561164,-0.05940599135577562,Iris-versicolor
55,0.03092605191535806,-0.08947929227587466,Iris-versicolor
56,0.020395750666361196,-0.053046625940472686,Iris-versicolor
57,0.02146808077027569,-0.05630238305256515,Iris-versicolor
58,0.02552419814198048,-0.06979357590262028,Iris-versicolor
59,0.018789852994211084,-0.04820406590093595,Iris-versicolor
60,0.018549382460886818,-0.04741224916585641,Iris-versicolor
61,0.025482882008846713,-0.07056696616589564,Iris-versicolor
62,0.01856651472860659,-0.04746422332440041,Iris-versicolor
63,0.033314332766976804,-0.09621504197884566,Iris-versicolor
64,0.023373672744763232,-0.06382592912989568,Iris-versicolor
65,0.027574902050539394,-0.07648639486002574,Iris-versicolor
66,0.02561916047669024,-0.07049018038844834,Iris-versicolor
67,0.0243165138740293,-0.06646192489386585,Iris-versicolor
68,0.020025902898355243,-0.051851952626699324,Iris-versicolor
69,0.02887809763271036,-0.08087515409865555,Iris-versicolor
70,0.019311158859284184,-0.049906740286590916,Iris-versicolor
71,0.02354898037856181,-0.06400107695173278,Iris-versicolor
72,0.01880086994933158,-0.04817204971676403,Iris-versicolor
73,0.023067752846877596,-0.062407629994221024,Iris-versicolor
74,0.027888603796247843,-0.07790136030279987,Iris-versicolor
75,0.027302663858029937,-0.07563888329062311,Iris-versicolor
76,0.02022874969527807,-0.05272297482810679,Iris-versicolor
77,0.021326639753474805,-0.056250054177193545,Iris-versicolor
78,0.03138479186243664,-0.09008389856298793,Iris-versicolor
79,0.021773579045382838,-0.05795118183346749,Iris-versicolor
80,0.03003962720869055,-0.08470937241873591,Iris-versicolor
81,0.028020422672970894,-0.07846416621435703,Iris-versicolor
82,0.030751473905132522,-0.08766498512915205,Iris-versicolor
83,0.02061126074758127,-0.05394523147525994,Iris-versicolor
84,0.022829665567795945,-0.061318088185030276,Iris-versicolor
85,0.018919695289749728,-0.04853604511164795,Iris-versicolor
86,0.028419827774547053,-0.07894890672829702,Iris-versicolor
87,0.019367977053721057,-0.04988515939552814,Iris-versicolor
88,0.031604021812066264,-0.09105023264934282,Iris-versicolor
89,0.024677154985840364,-0.06731844237488609,Iris-versicolor
90,0.02385669197607695,-0.06483691657530664,Iris-versicolor
91,0.02935413595030783,-0.08345929170219546,Iris-versicolor
92,0.02797522542379788,-0.07834479467228872,Iris-versicolor
93,0.02106559986831865,-0.055114265934154846,Iris-versicolor
94,0.03044239732436925,-0.08712160139381377,Iris-versicolor
95,0.030039892100741743,-0.08620641147410865,Iris-versicolor
96,0.036058478046104216,-0.1062410946084931,Iris-versicolor
97,0.03120723434763591,-0.08895615707859778,Iris-versicolor
98,0.019287413433732952,-0.04967471131761168,Iris-versicolor
99,0.03562431426198937,-0.10484976729867856,Iris-versicolor
100,0.02006466043819694,-0.05211018276279991,Iris-virginica
101,0.02876874709986307,-0.08057724428444915,Iris-virginica
102,0.019662432427315423,-0.05092538792203194,Iris-virginica
103,0.021282595621625083,-0.05603025790865091,Iris-virginica
104,0.020995135609721025,-0.055109389450229765,Iris-virginica
105,0.01922625724781278,-0.04944192458431477,Iris-virginica
106,0.018546007227721817,-0.0474019074573921,Iris-virginica
107,0.02029277275653231,-0.052681734288175394,Iris-virginica
108,0.018560963992664693,-0.047447687550167074,Iris-virginica
109,0.018545467765174968,-0.04740028946921929,Iris-virginica
110,0.019988238642096073,-0.051852894473864125,Iris-virginica
111,0.022327554576311047,-0.05926002999553544,Iris-virginica
112,0.02494997852938721,-0.06751365270334526,Iris-virginica
113,0.018977604632602063,-0.048812227754994636,Iris-virginica
114,0.018593100630780124,-0.047549081469175435,Iris-virginica
115,0.019804650111573723,-0.05128750750738387,Iris-virginica
116,0.024890192983808547,-0.06709225479434143,Iris-virginica
117,0.019111842517994294,-0.04909922033612871,Iris-virginica
118,0.018564370522099857,-0.047456859099939304,Iris-virginica
119,0.019339664015327905,-0.04980095231894749,Iris-virginica
120,0.027663722007809137,-0.07648138666425312,Iris-virginica
121,0.020719227557355304,-0.054499187327396496,Iris-virginica
122,0.01884074362106353,-0.048289851719654074,Iris-virginica
123,0.023882369144383547,-0.06396623473201028,Iris-virginica
124,0.02048054388332291,-0.05357234501777117,Iris-virginica
125,0.018646455680156545,-0.04770522731441589,Iris-virginica
126,0.022997671688868192,-0.06142241706516043,Iris-virginica
127,0.029777074102170936,-0.08443891853878456,Iris-virginica
128,0.02587007274222516,-0.07056978176091762,Iris-virginica
129,0.01887644439506574,-0.04840155023050623,Iris-virginica
130,0.02012844103887055,-0.05219381776583797,Iris-virginica
131,0.01911182697130022,-0.04909917416280212,Iris-virginica
132,0.025254373249697645,-0.0687226622727717,Iris-virginica
133,0.021645496449440436,-0.057268955100261046,Iris-virginica
134,0.01889883091068993,-0.04847653557232664,Iris-virginica
135,0.019058416500487747,-0.04894047096602424,Iris-virginica
136,0.02329399478552379,-0.062031558185281326,Iris-virginica
137,0.022773119977311566,-0.060639818630352914,Iris-virginica
138,0.030945990724313345,-0.08816436164705885,Iris-virginica
139,0.025347126515209116,-0.06886199573338987,Iris-virginica
140,0.024450073491560146,-0.06611414246823498,Iris-virginica
141,0.023727374648854035,-0.06380963125115287,Iris-virginica
142,0.028768747099863056,-0.08057724428444915,Iris-virginica
143,0.02753757479704818,-0.07605158806006819,Iris-virginica
144,0.02060751140217268,-0.053974372074178996,Iris-virginica
145,0.02372983925948445,-0.06370886531344448,Iris-virginica
146,0.019016779669064926,-0.048857214322950225,Iris-virginica
147,0.023130389377629654,-0.06173499331614921,Iris-virginica
148,0.022498229414952765,-0.05967122166454517,Iris-virginica
149,0.027090688623716577,-0.07570944010240543,Iris-virginica
